State,County,Population,Deaths,Premature_Death_Rate,Self_Reported_Poor_health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,Low_Birthweight_percentage,Percentage_Smokers,Percentage_Adults_with_Obesity,Food Environment Index,Percentage_Physically_Inactive,Percentage__With Access to Exercise Opportunities,Percentage_Excessive Drinking,Percentage_Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Percentage_Uninsured,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Preventable Hospitalization Rate,Percentage_With Annual Mammogram,Percentage_Vaccinated,High School Graduation Rate,Percentage_Some College,Percentage_Unemployed,Percentage_Children in Poverty,Percentage_Single-Parent Households,Social Association Rate,Violent Crime Rate,Injury Death Rate,Average Daily PM2.5,Presence of Water Violation,Percentage_ Severe Housing Problems,Percentage_ Drive Alone to Work,Percentage_Long Commute - Drives Alone,CalField_1,CalField_2,CalField_3,Life Expectancy,Age-Adjusted Death Rate,Child Mortality Rate,Infant Mortality Rate,Percentage_Frequent Physical Distress,Percentage_Frequent Mental Distress,Percentage_Adults with Diabetes,HIV Prevalence Rate,Percentage_Food Insecure,Percentage_ Limited Access to Healthy Foods,Drug Overdose Mortality Rate,Motor Vehicle Mortality Rate,Percentage_Insufficient Sleep,Other Primary Care Provider Rate,Percentage_Disconnected Youth,Average Grade Performance,Median Household Income,Percentage_ Enrolled in Free or Reduced Lunch,Homicide Rate,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,Average Traffic Volume per Meter of Major Roadways,Percentage_Homeowners,Percentage_Housing Cost Burden,Percentage_less than 18 years of age,Percentage_ 65 and over,Percentage_ Not Proficient in English,Percentage_Female,Percentage_Rural,Health_Outcomes_Z-Score,Health_Outcomes_Rank,Health_Factor_Z-Score,Health_Factor_Rank,Length of Life_Z-Score,Length of Life_Rank,Quality of Life_Z-Score,Quality of Life_Rank,Health Behaviors_Z-Score,Health Behaviors_Rank,Clinical Care_Z-Score,Clinical Care_Rank,Social & Economic Factors_Z-Score,Social & Economic Factors_Rank,Physical Environment_Z-Score,Physical Environment_Rank
Michigan,Otsego,24397,360,8585,14.58200705,4.069847219,4.445302561,6.705539359,17.57540031,27.4,8,26,89,20.05892478,22.72727273,334.2,25.16327315,6.035153212,1291,1451,404,4058,43,34,86.08058608,66.97892272,5.231353591,16.3,34,11.00334176,256,76.17705842,7.2,No,10.65239552,81,19.3,1291:01:00,1451:01:00,404:01:00,77.92529975,385.5382737,57.43825388,NA,11.94858808,13.45503257,12,82,12.4,3.817995046,33.9337342,8.811452539,34.22712838,133.79282,NA,3.048306786,51292,51.58943966,NA,18.81203308,11.46751417,101.8389351,79.02083755,8.387362355,21.11899453,21.13521184,0.082286704,50.42367728,65.659659,0.191249609,53,-0.260209437,18,0.295155501,65,-0.103905891,32,-0.079586174,25,-0.033174919,30,-0.073777553,30,-0.073670791,7
Michigan,Ottawa,284034,2099,4600,12.04767911,3.666600726,3.912105532,6.023628838,13.63563216,27.2,8.3,21,89,21.78830561,30.08849558,325.4,10.80802279,5.155142516,1499,1761,571,3286,47,53,92.52217998,70.22452556,2.815722575,5.7,21,11.62778517,243,54.75584545,11.4,Yes,11.90561499,83,23.9,1499:01:00,1761:01:00,571:01:00,81.79984672,226.8033332,41.13207003,4.917619368,10.76786944,11.96715399,8,51.7,8.4,9.308406646,13.6184755,7.51082939,32.23592522,55.07859,2.837493387,3.366013456,70420,36.20455243,1.277351937,9.433605238,4.663078451,159.4049959,78.35570967,9.003521939,24.02700228,14.9717378,1.828051169,50.57935792,20.31569251,-1.66126083,2,-0.984160716,5,-0.932377655,1,-0.728883176,3,-0.347925709,5,-0.156485902,7,-0.543629091,1,0.063879986,67
Michigan,Presque Isle,12797,206,9050,14.55833662,4.049573638,4.241242393,6.550218341,16.00851033,33.3,7.4,26,72,16.49442141,57.14285714,203.3,18.51054671,7.572129091,6396,3185,6369,3629,47,40,93.85964912,61.05722599,7.95854517,23.2,26,17.98139317,93,88.87364351,7.2,No,9.137055838,80,35.9,6396:01:00,3185:01:00,6369:01:00,77.39463637,362.3129767,133.7711298,NA,12.04044061,13.39252916,15.2,NA,13.7,8.05298922,NA,12.17797558,32.14783635,86.35579,8.0078125,3.099715543,45502,61.42958245,NA,23.19524755,15.59186728,19.0343076,88.72245179,8.915834522,16.01507301,31.40995447,0.690607735,50.27476841,80.86124402,0.214583529,55,-0.052942194,34,0.438499748,68,-0.223916218,23,-0.100471295,22,0.060591805,56,0.067308604,52,-0.080371308,6
Michigan,Roscommon,23877,562,10353,15.75084245,4.221483392,4.512376945,7.381974249,17.27128562,34.2,6.8,33,99,15.71424042,35.29411765,230.2,29.23644621,7.475405727,2390,2388,1327,3924,45,35,81.1827957,58.8518024,7.780906066,33.3,39,12.9734254,312,87.98980994,7.7,No,15.68973116,78,26.7,2390:01:00,2388:01:00,1327:01:00,75.31948372,475.4544903,NA,NA,12.7393605,14.29327427,13.9,65.6,15.2,11.41956298,32.17728284,14.33246542,35.05253752,104.67258,NA,2.600881231,38613,72.29869236,NA,22.00178355,13.40797104,5.609331164,82.50298193,13.25686348,14.71277843,32.54479987,0.290975419,49.93719645,66.05178126,1.00077682,76,0.482719626,76,0.839957533,78,0.160819287,58,0.012217091,41,0.061893952,57,0.43982118,81,-0.031212596,29
Michigan,Saginaw,192778,2894,8880,17.69009095,4.418451202,4.668459862,9.529569037,18.20973383,37.3,7,26,71,19.02485918,31.57894737,695.6,26.69747144,6.080125897,1215,1353,378,6526,49,47,84.86809358,64.91698394,4.78071135,23.9,41,12.03538716,634,83.35245007,10,Yes,14.76966508,83,24.1,1215:01:00,1353:01:00,378:01:00,76.93168727,412.9953998,69.98280595,8.202057024,13.10686991,14.17866745,10.6,151.4,14.7,10.39097632,22.60633673,10.82255863,38.21241393,127.35849,9.939404902,2.836074103,48805,57.89434853,11.04342717,12.20836326,13.80557392,343.0220948,71.56952497,13.19211848,21.34538784,19.27830189,0.726710603,51.42872117,31.11820512,1.163355233,77,0.397633489,71,0.38618401,67,0.777171222,81,0.183560551,77,-0.003540922,39,0.144751036,59,0.072862824,69
Michigan,St. Clair,159566,2446,8208,15.02856469,4.00065694,4.257104409,7.619752173,18.14869619,33.5,7.3,26,73,20.23280409,18.3908046,286.8,21.18264985,5.924157802,2097,1732,410,5988,36,46,91.68886521,64.35679955,4.744120985,19.6,32,9.099466583,319,87.19324202,11,No,14.30342476,84,42.3,2097:01:00,1732:01:00,410:01:00,77.06592104,396.3211295,40.61378506,5.424954792,11.66161434,12.97926594,9.9,NA,11.7,13.19985075,41.60794858,11.07795665,32.0767478,72.80167,8.18378516,3.064242024,56557,44.97394205,2.144120643,16.8469201,10.52332231,127.9164524,76.78111257,11.65461708,20.79303614,18.84182582,0.322180263,50.29089289,38.64573111,0.157006857,50,0.135123421,51,0.179153205,57,-0.022146348,37,0.040506632,48,0.091166429,66,-0.04341211,35,0.046862471,62
Michigan,St. Joseph,60897,911,8115,16.83913462,4.126472648,4.390392948,7.57959479,18.46893804,33.5,8.1,32,59,20.69456785,27.27272727,297,36.10616845,8.150552375,3386,3052,587,4508,43,43,92.35127479,50.92154509,3.732135277,17.9,31,12.79800482,301,82.34719019,12.6,Yes,14.54741379,76,29.9,3386:01:00,3052:01:00,587:01:00,76.79904231,403.3965069,61.30903066,6.239971474,12.15873162,13.48995495,14.2,NA,11.6,4.836458378,15.86060172,17.5822321,36.33389863,50.78387,9.347496206,2.938542995,52689,58.10368987,NA,19.42639436,11.15459947,71.68670169,74.16534843,10.34865835,24.42049047,17.99223498,1.492983505,50.12368331,54.42695163,0.324385285,58,0.181898028,54,0.150471883,55,0.173913402,59,0.139807657,66,0.110811388,69,-0.143337936,25,0.074616919,72
Michigan,Sanilac,41376,638,7805,14.3470916,4.104310622,4.250898202,6.828938472,17.89733922,32.6,8.2,27,39,18.35476022,28.125,227.8,20.48866002,7.488604298,3439,3432,654,5439,39,40,87.11656442,54.88361212,5.127943205,22,29,9.69250527,264,69.10816636,9.8,Yes,12.55924171,79,37.8,3439:01:00,3432:01:00,654:01:00,77.1998325,381.7975872,52.93806247,NA,12.05017022,13.30763598,12.8,56.9,12.2,2.375467761,18.5693525,14.43234495,35.02783485,58.27789,10.24457776,3.083977575,46184,57.43318931,NA,13.11226449,11.11529949,80.89965764,79.79509867,10.61865754,21.40498276,21.41469574,0.571006143,50.10927104,90.19807951,-0.109733865,34,0.227159672,60,0.055054989,50,-0.164788854,27,-0.013832716,36,0.162353556,79,0.038607174,45,0.040031657,60
Michigan,Schoolcraft,8069,130,5627,17.1559508,4.449992645,4.76205393,8.936170213,18.77069698,28.9,6.9,26,75,16.95318081,20,335.4,29.88047809,8.405945669,1150,1614,448,3168,50,12,96.77419355,49.88978692,7.144966047,22,41,6.211951795,NA,69.20073155,6.6,No,13.70481928,78,20.6,1150:01:00,1614:01:00,448:01:00,78.81946738,318.9217346,NA,NA,13.47441469,14.90367804,16.8,NA,15.7,10.26468561,NA,NA,34.88347661,99.15716,NA,3.106388395,44887,64.79400749,NA,NA,NA,44.20043666,82.36347359,10.73533975,16.98066435,26.7972236,0.025829782,50.66931086,58.96287566,0.077490043,47,0.205325218,58,-0.616081581,7,0.693571624,79,0.021992129,43,0.029710693,49,0.220840027,68,-0.067217631,9
Michigan,Shiawassee,68493,969,7269,15.16796275,4.200574475,4.449670239,7.476448186,17.8803876,38.1,7.8,29,69,19.69745103,42.85714286,306.8,20.46477224,5.703374106,2139,2435,656,4251,46,51,89.0052356,65.47725245,4.319628367,15.3,31,11.68804605,264,75.85836659,10.3,No,11.68122271,82,42,2139:01:00,2435:01:00,656:01:00,77.56035051,365.8422379,59.32102846,5.426045016,12.11339689,13.23852649,12.1,68.4,11.7,7.939921474,22.41802799,13.30904433,37.71226537,63.05725,9.533678757,NA,54149,48.50052613,NA,18.4424945,11.37875499,21.62607109,75.33614506,8.795594811,21.1520413,18.36432426,0.092455621,50.57191459,54.97537085,0.000144101,41,-0.125372907,28,-0.110256849,35,0.11040095,54,0.112809596,64,-0.054413933,26,-0.184426796,20,0.000658227,42
Michigan,Tuscola,53250,828,7597,15.40356667,3.978094468,4.328292974,6.44662197,18.19131657,30.6,8.2,30,60,19.20093027,39.58333333,272.9,22.55639098,5.954692557,3104,2918,375,5184,43,41,85.66666667,55.3898594,5.465213747,17.8,26,12.50852854,273,78.83030838,9.7,No,13.583411,81,41.6,3104:01:00,2918:01:00,375:01:00,77.54279576,388.534166,52.1530124,NA,12.03202401,13.5680333,7.6,21.9,12.5,1.34051587,14.50024587,17.31855483,36.06334432,72.3589,9.00233827,2.843333693,51113,58.67567568,NA,16.15504352,9.384560521,15.19402151,82.11774438,11.81627597,20.43567675,20.25097113,0.286822012,49.75816894,84.16084983,-0.191253352,29,0.069532323,43,-0.009282339,42,-0.181971013,26,0.023223599,44,0.046986388,54,-0.00652211,41,0.005844447,47
Michigan,Van Buren,75272,1106,7781,16.21358561,4.190952563,4.300398187,7.097612474,18.45721968,33.6,8.4,28,65,18.56659195,38.02816901,378.2,29.29094481,8.226024387,1983,2515,786,2884,43,40,83.66071429,58.17319099,4.837308371,23.2,31,9.820445105,348,77.06617061,11.8,Yes,14.18340611,80,33,1983:01:00,2515:01:00,786:01:00,77.28522895,385.0783772,54.78528383,5.757236527,12.65439506,13.71186551,15.2,81.4,11.7,1.484305387,20.35182105,16.88135066,34.94197569,63.61998,9.251533742,NA,57363,53.48837209,2.08645907,17.31960772,10.89556205,51.48420088,77.25847034,10.2776494,23.21864065,18.11446294,1.834200701,50.36183862,70.85945081,0.087067556,48,0.291522818,64,0.047507063,49,0.039560493,47,0.084452069,57,0.032754644,50,0.091490114,56,0.082825991,75
Michigan,Washtenaw,365961,2914,5155,11.91546576,3.537532888,3.960419148,7.590862705,12.13139277,24.5,7.7,15,90,21.05283623,30.20134228,456.2,6.545157038,4.587450684,578,565,189,3603,45,56,91.23563218,85.81243742,3.045920019,12.6,25,10.03734764,303,55.85323792,11,No,17.2387683,72,33.8,578:01:00,565:01:00,189:01:00,81.41038207,251.2823931,44.51360741,5.207529702,10.35078465,12.22386792,6.9,171.9,13.2,6.034895683,20.4840211,6.655471213,30.52173269,305.96043,3.366899575,3.082457122,72267,32.60043018,2.654265305,9.953165488,6.321970828,587.0380142,60.71036303,15.72159493,18.58190709,13.84962921,1.535616289,50.37699178,16.44648497,-1.251366306,5,-1.208779183,1,-0.761461063,4,-0.489905243,10,-0.478345107,2,-0.337039472,1,-0.394719109,6,0.001324505,43
Michigan,Wayne,1761382,29275,10587,19.13628497,4.387846922,4.497145374,10.69868862,21.05552973,34.7,6.7,27,95,17.38792943,26.96629214,891.6,29.35963704,6.806399381,1426,1438,339,7684,39,44,86.48112564,61.06128051,5.22866932,32.4,48,7.259285955,1016,95.01180615,11.4,No,20.50611733,81,36.1,1426:01:00,1438:01:00,339:01:00,75.31450717,493.4857144,74.95678329,9.56519021,13.78723352,14.62905095,11.7,457.1,19.5,4.330935207,41.94507193,8.559638736,41.50718314,83.30041,10.2481592,2.565833372,46440,65.1683593,18.65790695,12.00051061,20.92013519,1337.38708,62.01227632,17.7591781,23.61723321,15.42591253,2.597348945,51.84375558,0.695600972,1.892862771,83,1.055445066,83,0.911980951,81,0.98088182,82,0.317381623,82,0.156912951,78,0.494820178,82,0.086330314,78
Michigan,Wexford,33111,482,7584,16.79754517,4.360450812,4.49366925,6.921675774,19.45162405,36.3,7.9,30,89,19.59350376,16.21621622,288.5,33.18250377,6.846853592,1147,1339,413,3455,45,46,81.92771084,59.75887475,4.659352567,19.7,38,12.32119245,419,85.64845531,7.7,No,14.64354528,80,26.2,1147:01:00,1339:01:00,413:01:00,77.86172907,374.6138401,61.06575818,7.818052594,13.07309041,14.16931258,13.3,61.8,13.2,4.024387112,17.01616536,19.47655672,35.09986997,95.61943,7.459677419,3.183910057,46396,62.29195562,NA,19.27427566,9.650530176,104.2653725,76.36558646,11.33711763,23.19070101,19.08802964,0.212089077,49.90139246,64.28898732,0.168666615,51,0.099378824,47,-0.013060454,41,0.181727069,60,0.161369017,72,-0.083021884,20,0.04918309,49,-0.0281514,31
Rhode Island,Bristol,3.496933,428,3983,11,3.1,3.9,6,12,23,7.9,20,96,21,29,163.6,4,3,489,2560,486,3495,58,54,93,83,3.5,7,23,10,70,78,6.8,No,17,80,41,489:01:00,2560:01:00,486:01:00,81.7,225,,,9,12,8,75,10,12,23,4,31,3243:01:00,,3.6,80231,18,,14,,268,70,17,18.7,19.7,1,51.7,1.1,-1.26,1,-0.62,1,-0.76,1,-0.5,1,-0.17,1,-0.19,1,-0.23,1,-0.04,2
Rhode Island,Kent,5.242248,2042,6419,14,3.9,4.9,7,14,30,8.4,24,94,18,39,271.7,12,4,1161,1321,315,4344,52,50,92,72,3.7,10,26,9.6,112,84,6.6,Yes,17,86,36,1161:01:00,1321:01:00,315:01:00,79.4,320,36,4,11,14,10,89,10,5,33,8,35,895:01:00,4,,69089,30,1,12,4,334,70,14,18.7,18.9,1,51.7,8,0.74,4,0.15,4,0.48,5,0.26,4,0.13,4,0.02,4,-0.03,4,0.03,4
Rhode Island,Newport,2.190791,906,5415,12,3.5,3.8,7,13,25,8.3,20,89,22,13,330.7,8,4,1210,1019,308,4047,55,50,91,78,3.5,11,31,12.1,164,70,6.5,Yes,17,76,31,1210:01:00,1019:01:00,308:01:00,81.4,271,33,,10,12,8,138,11,5,30,7,31,1557:01:00,,3.4,77760,32,2,11,4,271,62,15,16.9,22.2,1,50.6,12.1,-0.17,3,-0.3,3,-0.03,3,-0.14,3,-0.09,3,-0.02,3,-0.15,3,-0.04,1
Rhode Island,Providence,13.669895,6839,6313,17,4.1,4.3,8,14,29,8.1,27,96,19,33,608,20,7,1053,1652,209,4743,48,47,82,61,4.4,23,42,9.4,312,80,7.5,Yes,20,78,30,1053:01:00,1652:01:00,209:01:00,79.4,321,48,7,12,14,10,323,13,3,33,6,38,786:01:00,7,3,56141,59,3,10,4,760,53,17,20.5,15.3,7,51.3,5.5,1.05,5,1.13,5,0.43,4,0.63,5,0.23,5,0.22,5,0.62,5,0.06,5
District of Columbia,Washington,8.865152,1314,5250,12,3.3,3.9,6,12,24,8.1,19,92,21,55,374.2,5,4,1097,1682,324,3702,53,49,93,76,3.6,10,25,11.6,75,71,6.4,Yes,15,84,40,1097:01:00,1682:01:00,324:01:00,81.3,259,35,4,10,12,8,47,10,9,20,8,33,1357:01:00,2,3.6,86715,22,,10,4,143,75,14,16.5,20.7,1,51.6,30.8,-0.37,2,-0.36,2,-0.11,2,-0.25,2,-0.1,2,-0.04,2,-0.21,2,-0.01,3
Louisiana,Acadia,2.42935686,1027,9742,21,4.8,5,10,22,38,7.8,35,43,20,27,576.8,47,11,2721,2392,1382,7073,47,48,91,44,5.4,35,33,8,443,78,9.4,Yes,12,84,37,2721:01:00,2392:01:00,1382:01:00,75.4,490,53,5,15,16,11,220,15,1,11,20,32,3658:01:00,16,3,40484,46,11,16,20,64,71,10,25.8,15.3,1,51.2,51.7,-0.33,24,-0.03,28,-0.12,24,-0.21,21,0.01,31,-0.02,27,-0.02,31,0.01,36
Louisiana,Allen,3.507267838,433,9683,21,4.6,4.9,9,22,37,7.3,41,73,21,23,398.1,53,9,5124,3658,985,7589,33,37,92,45,5.6,23,38,10.5,124,87,9.2,Yes,11,86,36,5124:01:00,3658:01:00,985:01:00,74.9,504,70,,14,15,19,814,13,12,14,27,36,1164:01:00,14,3.3,44395,50,6,16,16,52,74,7,22,15,2,43.3,69.4,-0.4,22,-0.07,26,-0.14,22,-0.26,15,0.03,36,0.07,47,-0.16,17,0,27
Louisiana,Ascension,5.735459167,1263,6933,17,4.1,4.3,9,18,33,8.1,31,73,24,33,457.9,24,7,2509,3197,982,4112,45,46,88,68,4.1,14,31,5.7,337,69,10,Yes,11,87,51,2509:01:00,3197:01:00,982:01:00,78.7,329,52,6,12,13,13,240,10,8,25,18,38,1781:01:00,9,3.1,77758,34,6,15,15,119,80,9,26.8,11.8,1,50.6,13.2,-1.71,1,-0.79,3,-0.97,1,-0.74,1,-0.22,7,-0.2,3,-0.43,2,0.06,59
Louisiana,Assumption,10.03786211,336,8969,22,4.7,5,11,21,42,6.7,34,35,19,30,412.9,29,10,7509,7433,3717,5806,40,46,90,38,6.7,29,46,5.3,319,80,9.3,No,10,86,50,7509:01:00,7433:01:00,3717:01:00,77.6,411,75,,14,15,16,141,15,14,19,24,36,3717:01:00,,2.8,48120,70,,11,15,27,77,8,21.5,18,1,51.5,45,-0.41,21,0.07,38,-0.35,15,-0.06,35,-0.01,27,0.03,39,0.1,46,-0.05,10
Louisiana,Avoyelles,1.834548212,776,11512,24,5.2,5.3,12,23,45,6.6,36,24,19,39,756.5,58,10,3725,4046,586,6979,35,37,79,42,5.7,37,44,10,584,101,9.2,No,14,86,38,3725:01:00,4046:01:00,586:01:00,73.8,547,85,8,16,16,13,495,17,9,18,20,38,1618:01:00,22,2.6,37731,58,7,21,24,18,70,13,23.6,16.9,0,49.6,63.8,0.71,51,0.44,55,0.42,53,0.3,49,0.23,61,0.08,49,0.17,52,-0.05,13
Louisiana,Beauregard,1.251053877,661,10539,20,4.7,5,10,21,36,7.2,28,15,20,32,376.4,44,10,2462,4139,1380,7519,33,42,95,53,5.3,19,32,13.8,109,76,9.4,Yes,12,83,49,2462:01:00,4139:01:00,1380:01:00,74.4,513,93,,14,15,14,151,12,14,,19,34,2328:01:00,16,2.9,57005,52,6,12,15,72,78,9,24.6,15.8,0,49.3,66.5,-0.12,28,-0.33,14,0.12,37,-0.25,19,-0.07,20,0.04,44,-0.31,6,0,32
Louisiana,Bienville,5.706760316,286,11198,24,5,5.2,15,22,45,6.1,26,21,16,18,953.2,45,9,6819,4436,283,6227,37,40,90,43,5.8,36,53,16.1,410,69,9.7,Yes,11,86,55,6819:01:00,4436:01:00,283:01:00,74.4,565,,,16,16,24,286,19,12,,16,37,1901:01:00,,2.8,34047,64,,,,42,73,12,22.4,20.9,0,52.1,79.8,0.86,56,0.13,44,0.32,48,0.54,59,0.06,48,-0.01,28,0.04,38,0.04,56
Louisiana,Bossier,2.473618698,1528,7404,19,4.3,4.8,10,19,31,7.5,27,76,20,21,705.9,30,9,2321,1843,445,5801,41,48,83,68,4.3,20,37,7.4,480,58,10.3,Yes,15,87,23,2321:01:00,1843:01:00,445:01:00,77.9,375,73,6,13,14,12,205,13,8,11,13,37,1696:01:00,14,3,56754,38,6,14,14,196,62,12,24.8,14.3,1,50.5,24.3,-1.16,7,-0.65,8,-0.82,5,-0.34,13,-0.25,4,-0.11,13,-0.36,4,0.08,61
Louisiana,Caddo,7.106590809,4324,10847,23,4.9,5.2,14,22,40,5.8,31,85,17,39,1103.9,44,9,874,1285,148,6451,42,44,74,57,5.5,36,53,12.1,688,83,10.3,Yes,17,86,19,874:01:00,1285:01:00,148:01:00,74.9,510,87,11,15,16,13,560,20,14,12,16,36,675:01:00,12,2.7,40467,53,15,14,26,278,59,18,23.7,17.1,0,52.7,14.4,0.65,50,0.04,35,0.21,42,0.44,55,0.1,51,-0.22,2,0.07,43,0.09,63
Louisiana,Calcasieu,2.477745252,3293,9983,19,4.4,4.6,10,20,35,7.3,30,75,19,38,590.8,43,9,1306,1736,390,4614,44,45,84,58,3.8,21,40,10.9,626,77,9.5,Yes,13,86,19,1306:01:00,1736:01:00,390:01:00,75.1,489,69,8,13,14,11,393,14,9,13,16,38,1006:01:00,9,2.9,50531,46,7,18,16,183,67,12,24.9,14.8,1,51.1,20.5,-0.48,18,-0.56,10,-0.05,29,-0.44,11,-0.09,15,-0.18,6,-0.3,8,0.01,38
Louisiana,Caldwell,4.801920768,204,11205,22,4.9,5.1,9,23,40,7.5,27,37,19,20,492.5,56,11,3317,4980,766,16387,31,29,90,37,5.7,30,38,12.1,221,108,9.2,Yes,14,86,30,3317:01:00,4980:01:00,766:01:00,73.5,560,,,15,16,15,226,16,3,,37,35,1245:01:00,,2.9,40842,56,,21,20,48,74,11,23.1,17.8,2,48.6,100,0.15,41,0.42,54,0.32,49,-0.17,27,0.06,46,0.31,64,0.04,39,0.01,35
Louisiana,Cameron,0.436808387,79,7133,17,4.2,4.7,8,19,35,9,33,61,21,17,159.1,21,9,3456,,,4287,39,34,91,60,3.5,20,21,10.1,252,67,9.1,Yes,7,90,43,3456:01:00,,,82,321,,,13,14,19,,6,6,,,32,1742:01:00,,3.3,57299,40,,,,0,87,4,22.1,16.5,3,50.2,100,-1.56,3,-0.84,2,-0.91,3,-0.66,2,-0.29,2,-0.03,26,-0.51,1,-0.01,23
Louisiana,Catahoula,8.59193369,197,10576,22,4.8,5,11,23,37,6.6,40,16,18,25,374.7,48,11,9875,4804,4804,7507,38,33,88,37,6.8,37,43,15.2,377,82,9,Yes,12,91,25,9875:01:00,4804:01:00,4804:01:00,73.6,552,115,,15,16,13,348,17,11,,30,36,1068:01:00,,2.9,35812,54,,,,27,78,10,21.4,17.5,0,47.1,100,0.12,40,0.35,50,0.13,38,-0.01,38,0.05,44,0.13,56,0.17,53,0,29
Louisiana,Claiborne,3.652572278,262,9862,28,5.4,5.3,16,26,38,6.1,35,39,17,30,776.5,45,11,2662,3189,1139,9139,41,32,90,37,5.2,41,53,8.1,155,68,9.6,No,19,87,38,2662:01:00,3189:01:00,1139:01:00,75.9,449,111,,17,17,21,690,21,7,,17,38,1594:01:00,,2.5,33659,65,,17,15,35,66,18,18.1,19.1,0,43.4,82.4,0.84,55,0.38,53,-0.08,27,0.92,62,0.21,59,0.12,55,0.03,36,0.02,46
Louisiana,Concordia,2.147744868,420,12780,26,5.4,5.4,13,25,35,5.3,39,31,16,40,563.8,58,10,3311,2796,188,8325,41,39,83,38,7,39,50,12.6,735,94,9,Yes,14,91,19,3311:01:00,2796:01:00,188:01:00,73,600,115,15,17,17,17,302,22,15,,28,40,2175:01:00,,2.6,35840,65,14,18,23,145,66,11,24,17.3,0,49.3,33.5,1.34,59,0.45,57,0.8,60,0.54,57,0.17,56,0.02,34,0.25,56,0.01,37
Louisiana,De Soto,7.899764844,462,9012,23,5.1,5.2,13,22,38,6.5,33,44,17,28,757.1,38,10,5468,13718,403,6677,42,35,94,46,5.7,25,48,12.1,448,67,9.9,Yes,13,85,47,5468:01:00,13718:1,403:01:00,76.1,457,72,,16,16,17,253,18,9,,17,36,5487:01:00,15,2.8,44457,39,6,15,19,51,74,11,24,17.9,0,51.8,77.3,-0.04,31,0.01,33,-0.34,16,0.3,50,0.01,33,0.03,38,-0.08,24,0.05,58
Louisiana,East Baton Rouge,5.399757709,6265,9984,20,4.5,4.9,12,18,32,6.5,29,98,22,32,909.1,27,9,1075,1316,250,4292,41,48,71,67,4.3,24,46,12.2,583,86,9,No,18,83,30,1075:01:00,1316:01:00,250:01:00,76.1,446,93,12,14,15,12,1026,17,11,20,15,35,607:01:00,6,2.8,52945,65,19,11,25,402,59,16,22.7,14.2,2,52.2,6.9,-0.12,29,-0.65,7,-0.05,30,-0.07,31,-0.19,8,-0.23,1,-0.18,15,-0.06,7
Louisiana,East Carroll,3.183391003,149,12206,37,6.6,6,15,32,40,3.5,28,60,14,14,547.3,64,8,2375,7037,201,16851,32,17,98,30,10.3,62,79,8.4,640,83,9.6,Yes,22,91,12,2375:01:00,7037:01:00,201:01:00,72.7,645,141,,22,21,14,355,33,12,,19,45,2346:01:00,69,2.5,27714,81,,,,42,49,15,24.6,14.8,0,45.8,34.6,1.96,63,1.25,64,0.63,56,1.33,64,0.31,63,0.2,60,0.64,63,0.09,64
Louisiana,East Feliciana,6.974716652,391,10914,21,4.5,4.7,11,21,35,7.3,27,47,18,28,577,30,8,3235,2145,280,4734,35,42,86,35,4.7,24,39,6.2,431,100,9.3,Yes,12,87,55,3235:01:00,2145:01:00,280:01:00,73.5,510,96,,14,14,17,1057,16,6,,28,39,689:01:00,17,2.6,45174,58,15,8,17,20,82,11,18.3,17.7,0,45.7,100,0.03,34,-0.25,17,0.24,46,-0.2,22,-0.14,10,-0.09,17,-0.05,29,0.03,48
Louisiana,Evangeline,1.991913426,623,11220,25,5.3,5.4,11,24,39,6.1,36,56,19,42,542.9,53,10,1605,2573,1520,9010,40,48,81,37,5.8,34,43,8.6,191,111,9.3,Yes,17,87,30,1605:01:00,2573:01:00,1520:01:00,73.7,555,64,7,17,17,20,255,18,15,23,27,38,1520:01:00,18,3,34113,64,7,35,30,38,66,15,25,15.3,2,49.2,61.1,0.56,46,0.35,51,0.33,50,0.24,47,0.2,57,0,29,0.11,47,0.03,49
Louisiana,Franklin,10.23521307,387,10656,25,5.2,5.3,13,24,38,6.4,37,38,17,36,612,48,12,2894,5039,695,10087,33,24,76,37,7.1,42,50,14.3,120,89,9.3,Yes,13,88,28,2894:01:00,5039:01:00,695:01:00,73.9,539,87,11,16,17,15,265,20,6,,25,37,611:01:00,19,2.5,34446,57,,17,18,34,71,11,25.6,17.9,0,51.6,74.2,0.61,48,0.63,60,0.16,40,0.45,56,0.11,53,0.24,62,0.26,58,0.02,45
Louisiana,Grant,0.805441203,363,8679,22,4.6,4.8,10,23,47,7.3,41,70,20,48,537.2,52,9,11168,7494,1499,5719,40,41,84,36,5.9,24,38,8.5,55,80,9.5,Yes,11,78,48,11168:1,7494:01:00,1499:01:00,75.5,467,79,,14,15,21,254,15,7,,25,35,4496:01:00,25,2.7,43502,65,,14,14,16,67,10,21.1,15.2,1,44.1,85.6,-0.7,14,0.17,47,-0.44,13,-0.26,16,0.24,62,0.01,32,-0.06,27,-0.02,20
